order_id,customer_id,order_date,status,total_amount
ORD0000404,CUST000041,2025-08-28 16:54:41,canceled,3619.59
ORD0000405,CUST000049,2025-10-23 15:41:41,shipped,2597.89
ORD0000406,CUST000128,2024-12-19 22:45:45,shipped,495.74
ORD0000407,CUST000101,2025-05-06 23:48:47,shipped,1241.61
ORD0000408,CUST000150,2025-06-17 00:59:41,pending,1442.71
ORD0000409,CUST000153,2025-12-14 07:09:00,delivered,2379.4
ORD0000410,CUST000138,2025-12-07 18:14:43,delivered,2183.09
ORD0000411,CUST000068,2025-09-02 07:25:25,delivered,1861.39
ORD0000412,CUST000103,2024-11-03 17:59:02,delivered,1013.54
ORD0000413,CUST000142,2025-03-27 03:19:13,processing,2546.06
ORD0000414,CUST000196,2025-10-09 11:04:18,shipped,4946.0
ORD0000415,CUST000175,2025-08-25 13:14:51,processing,4876.66
ORD0000416,CUST000101,2025-01-24 06:34:00,delivered,1728.47
ORD0000417,CUST000094,2025-11-22 12:55:30,processing,3032.19
ORD0000418,CUST000103,2025-10-18 10:27:48,pending,242.62
ORD0000419,CUST000183,2025-10-08 17:41:45,delivered,2620.7
ORD0000420,CUST000039,2025-12-27 03:47:46,processing,4660.28
ORD0000421,CUST000082,2024-09-07 08:21:06,shipped,3101.68
ORD0000422,CUST000077,2025-11-12 13:41:33,shipped,4150.03
ORD0000423,CUST000137,2025-07-05 21:54:20,delivered,1533.96
ORD0000424,CUST000005,2025-08-30 02:53:08,shipped,592.54
ORD0000425,CUST000107,2025-10-30 13:19:27,shipped,4498.9
ORD0000426,CUST000177,2025-12-25 21:35:47,pending,2399.22
ORD0000427,CUST000168,2025-12-13 12:58:58,delivered,3620.93
ORD0000428,CUST000150,2025-08-05 13:52:53,shipped,3163.67
ORD0000429,CUST000159,2025-09-18 08:08:38,processing,3419.6
ORD0000430,CUST000009,2025-10-25 17:04:18,canceled,593.98
ORD0000431,CUST000005,2025-09-27 08:19:09,shipped,799.58
ORD0000432,CUST000177,2025-07-13 16:52:18,shipped,3886.11
ORD0000433,CUST000121,2025-11-13 10:10:25,delivered,2617.48
ORD0000434,CUST000144,2025-01-13 02:56:53,returned,2417.94
ORD0000435,CUST000097,2025-02-17 14:56:26,returned,2325.33
ORD0000436,CUST000137,2025-03-13 07:56:25,shipped,3395.55
ORD0000437,CUST000185,2025-12-26 00:53:03,delivered,1358.59
ORD0000438,CUST000124,2025-08-31 08:51:53,returned,1431.08
ORD0000439,CUST000077,2025-09-01 22:41:29,canceled,4912.19
ORD0000440,CUST000198,2024-11-12 18:52:18,delivered,3466.69
ORD0000441,CUST000126,2025-03-20 19:19:18,shipped,2824.41
ORD0000442,CUST000185,2025-08-04 09:37:04,shipped,2888.71
ORD0000443,CUST000140,2024-10-29 00:09:19,canceled,2002.94
ORD0000444,CUST000089,2024-11-01 04:11:28,shipped,1473.77
ORD0000445,CUST000183,2025-08-20 09:55:03,shipped,2239.76
ORD0000446,CUST000066,2025-10-16 17:10:34,shipped,4148.36
ORD0000447,CUST000070,2025-10-15 09:13:46,delivered,729.5
ORD0000448,CUST000158,2025-12-15 09:43:43,shipped,301.29
ORD0000449,CUST000136,2025-04-15 06:22:57,delivered,309.83
ORD0000450,CUST000106,2024-09-24 13:07:48,delivered,547.7
ORD0000451,CUST000198,2024-07-18 02:00:55,pending,2774.25
ORD0000452,CUST000041,2025-09-28 13:38:27,delivered,4409.2
ORD0000453,CUST000122,2025-12-14 20:31:52,delivered,3791.76
ORD0000454,CUST000074,2024-12-07 12:26:48,shipped,342.85
ORD0000455,CUST000197,2025-04-20 19:51:35,delivered,1199.49
ORD0000456,CUST000190,2025-09-30 18:25:20,canceled,234.63
ORD0000457,CUST000045,2025-12-30 06:13:24,canceled,920.15
ORD0000458,CUST000010,2025-12-24 22:31:33,shipped,2502.15
ORD0000459,CUST000192,2025-12-18 04:28:38,canceled,4389.88
ORD0000460,CUST000003,2024-12-11 13:34:23,delivered,581.14
ORD0000461,CUST000086,2025-05-10 10:32:28,shipped,3224.5
ORD0000462,CUST000135,2025-06-02 05:25:20,canceled,714.29
ORD0000463,CUST000130,2025-06-30 12:14:45,shipped,4053.63
ORD0000464,CUST000085,2025-06-17 17:39:22,delivered,3259.01
ORD0000465,CUST000184,2024-12-27 13:54:17,pending,1718.71
ORD0000466,CUST000076,2025-08-01 08:05:28,delivered,1006.15
ORD0000467,CUST000157,2025-12-04 03:09:11,canceled,4143.6
ORD0000468,CUST000132,2025-04-21 23:01:02,processing,3362.82
ORD0000469,CUST000048,2024-10-19 12:55:28,shipped,4682.34
ORD0000470,CUST000002,2025-02-02 04:28:07,shipped,2261.34
ORD0000471,CUST000069,2025-06-28 09:42:01,shipped,3628.27
ORD0000472,CUST000003,2024-11-12 22:50:35,delivered,3479.2
ORD0000473,CUST000016,2024-12-27 12:33:50,shipped,840.6
ORD0000474,CUST000176,2025-12-02 19:03:13,canceled,4444.62
ORD0000475,CUST000198,2024-11-29 20:29:35,delivered,3211.62
ORD0000476,CUST000076,2025-05-15 13:44:38,delivered,1134.69
ORD0000477,CUST000035,2025-11-03 01:59:13,shipped,3751.29
ORD0000478,CUST000156,2025-12-16 01:25:36,shipped,2768.71
ORD0000479,CUST000121,2025-12-29 13:33:17,delivered,4136.74
ORD0000480,CUST000196,2025-06-14 00:34:37,delivered,2999.28
ORD0000481,CUST000021,2025-11-23 09:58:42,shipped,3533.64
ORD0000482,CUST000020,2025-01-22 16:02:43,processing,2760.86
ORD0000483,CUST000130,2025-03-19 06:12:49,delivered,791.77
ORD0000484,CUST000084,2025-09-18 10:39:07,shipped,3417.46
ORD0000485,CUST000184,2025-10-31 21:33:47,shipped,4499.5
ORD0000486,CUST000115,2024-08-25 08:53:13,shipped,2590.58
ORD0000487,CUST000117,2025-08-14 07:31:42,processing,2338.77
ORD0000488,CUST000079,2025-11-11 15:17:42,pending,1309.56
ORD0000489,CUST000001,2025-08-27 03:00:04,shipped,411.5
ORD0000490,CUST000109,2025-12-26 09:37:16,delivered,2728.76
ORD0000491,CUST000016,2024-11-19 07:18:11,returned,2386.75
ORD0000492,CUST000074,2025-02-13 15:16:44,shipped,720.37
ORD0000493,CUST000165,2025-10-05 18:43:05,delivered,2130.79
ORD0000494,CUST000098,2025-10-08 06:37:49,canceled,4538.5
ORD0000495,CUST000097,2024-08-20 06:08:11,delivered,3325.87
ORD0000496,CUST000139,2024-08-24 14:07:54,delivered,1771.46
ORD0000497,CUST000046,2025-11-20 19:40:13,shipped,3652.9
ORD0000498,CUST000058,2025-08-09 07:29:50,delivered,4893.53
ORD0000499,CUST000119,2025-12-04 11:44:45,shipped,1927.42
ORD0000500,CUST000059,2025-12-15 18:58:03,shipped,817.85
ORD0000501,CUST000049,2025-10-14 14:59:57,pending,3317.98
ORD0000502,CUST000158,2025-05-07 13:54:04,shipped,383.09
ORD0000503,CUST000153,2024-03-25 17:12:03,shipped,3376.52
ORD0000504,CUST000013,2025-11-12 15:23:05,delivered,2041.21
ORD0000505,CUST000060,2025-12-06 19:55:07,shipped,4325.46
ORD0000506,CUST000015,2025-07-28 21:18:15,shipped,1481.85
ORD0000507,CUST000188,2025-09-13 17:12:32,shipped,3009.69
ORD0000508,CUST000173,2025-12-29 02:14:01,shipped,1543.73
ORD0000509,CUST000037,2025-10-06 13:18:26,shipped,2097.12
ORD0000510,CUST000071,2025-07-11 11:31:54,delivered,2978.75
ORD0000511,CUST000189,2024-12-02 11:55:20,delivered,2164.64
ORD0000512,CUST000127,2024-07-08 13:41:51,returned,4710.85
ORD0000513,CUST000172,2025-12-09 02:32:22,delivered,1627.74
ORD0000514,CUST000107,2025-09-26 11:42:03,processing,1913.48
ORD0000515,CUST000194,2025-12-10 04:28:21,shipped,4254.24
ORD0000516,CUST000077,2026-01-02 19:10:01,delivered,4038.59
ORD0000517,CUST000015,2025-10-18 21:08:01,shipped,2111.71
ORD0000518,CUST000136,2025-03-10 16:48:20,shipped,1312.23
ORD0000519,CUST000085,2025-12-22 18:50:07,processing,2276.44
ORD0000520,CUST000095,2025-04-13 08:52:20,shipped,4155.56
ORD0000521,CUST000014,2025-10-08 22:16:48,shipped,3044.6
ORD0000522,CUST000011,2024-08-21 04:04:22,shipped,3820.4
ORD0000523,CUST000186,2025-11-24 04:24:38,delivered,2423.0
ORD0000524,CUST000086,2025-05-17 16:09:05,returned,125.9
ORD0000525,CUST000049,2025-10-15 11:50:18,delivered,3783.94
ORD0000526,CUST000063,2026-01-02 22:26:35,delivered,2013.33
ORD0000527,CUST000062,2025-05-19 20:08:31,shipped,1451.14
ORD0000528,CUST000120,2025-08-26 18:32:56,shipped,1830.24
ORD0000529,CUST000128,2025-04-21 06:05:47,processing,4907.53
ORD0000530,CUST000121,2025-12-08 11:14:43,canceled,1884.99
ORD0000531,CUST000106,2024-02-16 12:12:30,delivered,1145.31
ORD0000532,CUST000038,2024-10-20 23:03:02,shipped,4677.05
ORD0000533,CUST000149,2025-09-13 07:55:59,shipped,1021.15
ORD0000534,CUST000059,2025-12-22 05:08:26,delivered,1266.36
ORD0000535,CUST000141,2025-12-20 20:29:01,canceled,1720.94
ORD0000536,CUST000196,2025-09-15 16:18:39,returned,3226.39
ORD0000537,CUST000126,2025-07-10 11:43:44,shipped,3985.13
ORD0000538,CUST000044,2025-02-12 20:32:30,delivered,2467.17
ORD0000539,CUST000139,2025-09-23 19:13:03,returned,2643.52
ORD0000540,CUST000020,2024-12-04 04:41:44,delivered,2091.34
ORD0000541,CUST000162,2025-01-05 13:37:25,processing,797.6
ORD0000542,CUST000056,2025-05-21 16:24:23,shipped,349.23
ORD0000543,CUST000164,2025-12-15 18:57:57,delivered,127.87
ORD0000544,CUST000137,2025-08-22 21:53:00,shipped,132.79
ORD0000545,CUST000185,2025-08-04 21:34:41,shipped,1469.11
ORD0000546,CUST000129,2025-11-20 23:27:52,delivered,4040.53
ORD0000547,CUST000046,2025-08-01 17:33:49,canceled,2645.71
ORD0000548,CUST000062,2024-08-13 02:30:39,delivered,1299.47
ORD0000549,CUST000091,2024-10-06 13:57:14,delivered,441.15
ORD0000550,CUST000104,2025-10-02 15:00:07,delivered,4951.65
ORD0000551,CUST000058,2025-10-05 21:17:37,delivered,4246.94
ORD0000552,CUST000168,2025-05-15 04:31:56,processing,1927.36
ORD0000553,CUST000142,2025-08-19 16:46:22,processing,96.78
ORD0000554,CUST000044,2024-12-30 08:54:24,shipped,2197.85
ORD0000555,CUST000085,2025-11-21 09:15:57,returned,4870.51
ORD0000556,CUST000136,2025-02-03 03:34:54,shipped,4511.3
ORD0000557,CUST000178,2025-12-09 19:49:12,shipped,4624.59
ORD0000558,CUST000176,2025-11-11 05:24:45,canceled,2839.37
ORD0000559,CUST000009,2025-05-26 00:02:06,canceled,1606.7
ORD0000560,CUST000054,2025-02-28 17:00:08,delivered,3577.92
ORD0000561,CUST000102,2024-08-27 16:50:40,shipped,2841.59
ORD0000562,CUST000146,2025-11-30 03:11:07,delivered,3401.32
ORD0000563,CUST000139,2025-01-25 22:54:52,shipped,3711.74
ORD0000564,CUST000177,2025-05-25 23:27:45,shipped,4872.9
ORD0000565,CUST000014,2025-09-05 18:24:25,shipped,4201.44
ORD0000566,CUST000088,2025-12-18 07:35:57,delivered,4776.55
ORD0000567,CUST000102,2025-03-09 10:43:39,pending,1402.97
ORD0000568,CUST000116,2025-12-28 21:10:36,shipped,2787.54
ORD0000569,CUST000097,2025-05-20 08:23:51,shipped,2950.08
ORD0000570,CUST000098,2025-07-29 19:39:33,delivered,1512.13
ORD0000571,CUST000064,2025-11-09 00:26:20,processing,1376.46
ORD0000572,CUST000098,2025-11-28 08:57:06,delivered,813.67
ORD0000573,CUST000100,2025-08-14 16:03:04,shipped,503.03
ORD0000574,CUST000079,2025-07-26 11:04:29,shipped,1385.34
ORD0000575,CUST000034,2025-11-17 21:48:26,shipped,2271.78
ORD0000576,CUST000143,2025-10-07 23:31:04,shipped,180.0
ORD0000577,CUST000091,2025-05-17 10:03:56,processing,3010.32
ORD0000578,CUST000084,2025-07-27 23:23:42,pending,2098.36
ORD0000579,CUST000200,2025-04-07 01:57:38,delivered,2819.71
ORD0000580,CUST000063,2025-12-30 18:50:59,shipped,3442.31
ORD0000581,CUST000044,2025-02-11 23:41:31,shipped,1378.61
ORD0000582,CUST000038,2024-11-26 12:04:29,shipped,1416.01
ORD0000583,CUST000077,2025-10-22 07:25:00,delivered,1837.57
ORD0000584,CUST000064,2025-11-15 01:40:20,delivered,2989.34
ORD0000585,CUST000051,2025-02-16 10:58:06,processing,1558.06
ORD0000586,CUST000102,2025-03-13 23:36:12,delivered,1930.46
ORD0000587,CUST000085,2025-10-03 14:16:30,shipped,4086.6
ORD0000588,CUST000167,2025-04-19 07:54:12,processing,1637.29
ORD0000589,CUST000178,2025-08-25 03:54:27,shipped,929.3
ORD0000590,CUST000102,2025-03-03 19:46:59,shipped,3490.04
ORD0000591,CUST000126,2025-10-07 20:25:18,delivered,1663.14
ORD0000592,CUST000072,2025-11-18 12:23:13,shipped,4663.73
ORD0000593,CUST000052,2025-12-30 01:03:07,returned,940.64
ORD0000594,CUST000197,2025-10-16 17:19:16,pending,3649.71
ORD0000595,CUST000182,2025-12-07 15:40:08,shipped,1492.09
ORD0000596,CUST000178,2025-07-05 00:26:29,delivered,3988.5
ORD0000597,CUST000105,2025-12-24 19:53:19,shipped,3185.01
ORD0000598,CUST000062,2024-09-29 06:57:57,delivered,3590.42
ORD0000599,CUST000097,2024-08-15 08:58:42,shipped,3009.77
ORD0000600,CUST000150,2025-07-05 15:32:54,shipped,4621.3
ORD0000601,CUST000178,2025-11-17 14:40:52,shipped,3964.07
ORD0000602,CUST000093,2026-01-02 10:28:06,canceled,2707.68
ORD0000603,CUST000164,2025-07-14 03:15:57,processing,1278.74
ORD0000604,CUST000171,2025-01-19 00:58:37,shipped,3082.76
ORD0000605,CUST000145,2025-06-30 06:24:47,returned,1691.4
ORD0000606,CUST000111,2024-05-22 17:47:24,pending,1330.75
ORD0000607,CUST000131,2026-01-05 00:26:59,delivered,3453.94
ORD0000608,CUST000057,2025-11-01 15:02:37,shipped,2342.16
ORD0000609,CUST000174,2025-11-12 03:48:23,shipped,4988.63
ORD0000610,CUST000124,2025-08-14 08:05:03,shipped,4606.71
ORD0000611,CUST000022,2025-06-03 10:04:38,delivered,3664.25
ORD0000612,CUST000090,2025-03-10 18:11:34,shipped,3932.14
ORD0000613,CUST000134,2025-03-28 22:54:03,shipped,533.23
ORD0000614,CUST000185,2025-10-12 21:55:20,shipped,1536.31
ORD0000615,CUST000182,2025-12-03 01:29:41,pending,1748.24
ORD0000616,CUST000028,2025-12-16 09:02:10,delivered,4653.12
ORD0000617,CUST000190,2024-09-23 13:23:55,shipped,2781.96
ORD0000618,CUST000085,2025-11-19 01:16:13,shipped,2337.17
ORD0000619,CUST000104,2025-12-07 22:37:28,shipped,3220.37
ORD0000620,CUST000111,2025-01-02 17:01:50,pending,3089.83
ORD0000621,CUST000051,2025-02-10 00:29:40,delivered,1974.74
ORD0000622,CUST000181,2025-01-12 16:03:19,shipped,3774.01
ORD0000623,CUST000017,2025-07-28 14:51:24,processing,4366.3
ORD0000624,CUST000048,2025-04-12 10:36:19,shipped,2314.87
ORD0000625,CUST000068,2025-12-29 17:31:10,canceled,2662.19
ORD0000626,CUST000164,2025-10-10 20:18:53,delivered,3075.98
ORD0000627,CUST000151,2024-05-18 07:42:57,shipped,4235.31
ORD0000628,CUST000159,2025-04-10 01:01:42,delivered,3544.64
ORD0000629,CUST000077,2025-11-16 14:26:26,delivered,3376.94
ORD0000630,CUST000081,2025-11-01 14:27:18,shipped,628.9
ORD0000631,CUST000096,2024-11-17 02:05:30,shipped,2120.28
ORD0000632,CUST000036,2025-08-03 19:43:30,shipped,969.48
ORD0000633,CUST000163,2025-12-31 05:25:20,delivered,3244.04
ORD0000634,CUST000045,2025-12-31 22:08:08,shipped,1479.73
ORD0000635,CUST000048,2025-03-03 15:55:32,delivered,3116.08
ORD0000636,CUST000092,2026-01-01 15:41:32,pending,725.85
ORD0000637,CUST000099,2025-12-08 21:46:00,delivered,2075.22
ORD0000638,CUST000126,2025-06-05 09:10:00,delivered,2247.07
ORD0000639,CUST000043,2024-07-15 13:05:56,delivered,3989.61
ORD0000640,CUST000057,2025-10-02 18:48:09,pending,1162.97
ORD0000641,CUST000074,2024-08-10 17:05:22,delivered,2849.97
ORD0000642,CUST000198,2025-11-18 05:13:10,shipped,2578.49
ORD0000643,CUST000147,2025-08-31 13:28:49,shipped,2738.38
ORD0000644,CUST000094,2025-06-10 03:46:30,delivered,255.97
ORD0000645,CUST000185,2025-10-08 14:38:36,shipped,4949.39
ORD0000646,CUST000027,2025-09-30 06:43:46,delivered,3769.16
ORD0000647,CUST000077,2025-07-26 12:56:23,shipped,1775.46
ORD0000648,CUST000023,2025-12-18 14:08:21,canceled,631.06
ORD0000649,CUST000061,2024-10-02 21:04:01,delivered,2960.22
ORD0000650,CUST000090,2025-10-28 12:14:24,delivered,871.61
ORD0000651,CUST000036,2025-10-24 09:28:12,shipped,1074.37
ORD0000652,CUST000016,2025-12-13 11:38:56,shipped,1441.37
ORD0000653,CUST000138,2025-12-15 12:53:30,shipped,3535.07
ORD0000654,CUST000075,2025-07-04 18:12:41,returned,2596.35
ORD0000655,CUST000174,2025-01-01 09:34:25,processing,3762.97
ORD0000656,CUST000106,2025-12-25 15:06:03,processing,1422.75
ORD0000657,CUST000168,2025-06-21 03:53:41,delivered,706.82
ORD0000658,CUST000038,2025-06-15 13:00:27,delivered,3819.29
ORD0000659,CUST000174,2025-08-20 10:55:14,shipped,2908.26
ORD0000660,CUST000069,2025-10-22 05:00:34,shipped,2287.36
ORD0000661,CUST000163,2025-01-20 03:21:33,shipped,3761.52
ORD0000662,CUST000178,2025-10-29 11:49:43,shipped,2465.82
ORD0000663,CUST000149,2025-04-05 02:52:26,canceled,4243.48
ORD0000664,CUST000024,2025-12-15 03:32:23,returned,3192.46
ORD0000665,CUST000179,2026-01-03 11:29:42,canceled,3988.61
ORD0000666,CUST000102,2024-12-15 03:16:12,returned,4133.0
ORD0000667,CUST000127,2024-12-27 17:36:15,shipped,1453.79
ORD0000668,CUST000141,2025-10-22 07:10:15,processing,4269.49
ORD0000669,CUST000088,2026-01-01 08:17:32,delivered,289.63
ORD0000670,CUST000026,2026-01-02 22:31:16,pending,4650.69
ORD0000671,CUST000041,2025-10-11 22:04:18,shipped,4959.6
ORD0000672,CUST000110,2025-11-23 18:09:53,returned,4551.57
ORD0000673,CUST000167,2024-09-04 02:47:50,shipped,4666.99
ORD0000674,CUST000071,2025-07-24 01:21:26,delivered,1289.43
ORD0000675,CUST000096,2025-12-28 10:19:10,canceled,869.35
ORD0000676,CUST000102,2025-10-27 20:44:05,shipped,3512.23
ORD0000677,CUST000060,2025-09-11 23:30:40,delivered,3533.31
ORD0000678,CUST000001,2024-07-09 14:39:25,shipped,706.86
ORD0000679,CUST000058,2025-11-17 12:05:46,delivered,95.97
ORD0000680,CUST000179,2026-01-03 07:13:42,delivered,4941.37
ORD0000681,CUST000109,2025-12-16 02:12:40,shipped,1183.29
ORD0000682,CUST000023,2025-10-14 05:16:13,processing,1869.43
ORD0000683,CUST000077,2025-08-15 21:48:14,shipped,4076.17
ORD0000684,CUST000035,2025-02-15 15:00:16,processing,2838.29
ORD0000685,CUST000157,2025-12-08 12:25:29,shipped,1788.38
ORD0000686,CUST000055,2025-08-27 05:32:37,delivered,4603.48
ORD0000687,CUST000158,2025-10-20 07:23:18,canceled,479.11
ORD0000688,CUST000026,2025-12-26 04:21:32,delivered,2968.39
ORD0000689,CUST000099,2025-08-11 08:49:06,returned,1606.79
ORD0000690,CUST000036,2025-03-29 19:40:51,shipped,467.03
ORD0000691,CUST000142,2025-11-24 18:49:45,delivered,3057.59
ORD0000692,CUST000200,2025-11-28 08:12:26,pending,4243.0
ORD0000693,CUST000078,2025-04-19 00:27:29,shipped,2572.14
ORD0000694,CUST000192,2024-12-09 22:34:07,shipped,320.12
ORD0000695,CUST000062,2025-04-05 10:00:49,shipped,1243.35
ORD0000696,CUST000164,2025-07-08 17:03:24,shipped,4889.6
ORD0000697,CUST000093,2025-10-19 15:29:07,processing,4311.03
ORD0000698,CUST000146,2025-01-12 17:38:10,shipped,3430.56
ORD0000699,CUST000196,2025-09-08 20:12:24,returned,3863.32
ORD0000700,CUST000005,2025-11-23 04:09:59,processing,1347.82
ORD0000701,CUST000011,2024-08-11 14:29:45,canceled,2019.98
ORD0000702,CUST000074,2025-08-03 06:51:14,delivered,3847.19
ORD0000703,CUST000109,2025-12-29 04:54:11,processing,2706.0
ORD0000704,CUST000158,2025-06-29 19:09:24,shipped,1584.04
ORD0000705,CUST000131,2025-12-05 09:02:52,returned,819.12
ORD0000706,CUST000084,2025-07-30 02:35:56,delivered,3827.96
ORD0000707,CUST000167,2025-06-25 15:24:52,delivered,1585.34
ORD0000708,CUST000112,2025-02-11 01:40:46,processing,476.75
ORD0000709,CUST000112,2024-11-07 19:18:09,shipped,3063.72
ORD0000710,CUST000080,2025-11-29 14:53:26,processing,3554.11
ORD0000711,CUST000180,2025-11-19 00:39:40,shipped,4767.43
ORD0000712,CUST000134,2025-04-24 14:14:25,delivered,3617.79
ORD0000713,CUST000043,2025-02-25 04:09:20,processing,3916.56
ORD0000714,CUST000069,2025-12-02 00:49:37,canceled,3868.58
ORD0000715,CUST000008,2025-03-22 08:08:07,delivered,1396.3
ORD0000716,CUST000017,2024-11-26 10:02:54,delivered,2904.43
ORD0000717,CUST000020,2025-11-16 21:10:58,shipped,1832.61
ORD0000718,CUST000128,2025-07-08 14:40:28,shipped,828.68
ORD0000719,CUST000198,2024-06-21 05:43:50,canceled,3386.9
ORD0000720,CUST000030,2025-08-20 00:34:35,delivered,62.71
ORD0000721,CUST000004,2025-09-17 23:56:28,pending,1851.68
ORD0000722,CUST000039,2025-08-18 10:58:16,canceled,4294.55
ORD0000723,CUST000142,2025-07-06 17:00:18,shipped,1278.9
ORD0000724,CUST000185,2025-08-22 10:49:13,shipped,435.54
ORD0000725,CUST000096,2024-10-31 00:46:19,shipped,4514.61
ORD0000726,CUST000046,2025-09-15 20:20:01,delivered,4908.0
ORD0000727,CUST000103,2024-11-17 13:13:02,canceled,4336.86
ORD0000728,CUST000199,2026-01-02 08:34:39,shipped,477.61
ORD0000729,CUST000117,2024-06-08 12:01:05,shipped,1493.4
ORD0000730,CUST000078,2025-11-12 10:54:47,delivered,2346.44
ORD0000731,CUST000152,2025-12-15 13:45:10,returned,3890.64
ORD0000732,CUST000188,2025-09-02 05:46:21,delivered,1263.38
ORD0000733,CUST000002,2025-05-29 02:42:21,pending,2730.65
ORD0000734,CUST000163,2024-11-16 06:48:25,returned,57.24
ORD0000735,CUST000169,2024-12-20 13:54:49,delivered,3649.71
ORD0000736,CUST000027,2024-08-14 00:00:22,shipped,1228.93
ORD0000737,CUST000126,2024-09-02 01:46:44,returned,754.75
ORD0000738,CUST000072,2025-07-25 01:02:14,pending,1195.79
ORD0000739,CUST000134,2025-02-02 16:26:40,delivered,1893.84
ORD0000740,CUST000192,2024-04-15 14:29:46,delivered,2551.87
ORD0000741,CUST000164,2025-11-11 06:47:50,processing,2860.71
ORD0000742,CUST000112,2024-11-19 05:44:06,shipped,1341.91
ORD0000743,CUST000081,2025-11-28 07:27:48,delivered,3690.0
ORD0000744,CUST000082,2025-04-20 19:06:44,shipped,419.7
ORD0000745,CUST000052,2025-12-18 23:20:44,delivered,2944.3
ORD0000746,CUST000040,2025-07-25 01:14:35,shipped,2356.97
ORD0000747,CUST000105,2025-05-24 08:37:49,shipped,4824.94
ORD0000748,CUST000054,2025-10-25 17:25:18,shipped,1361.79
ORD0000749,CUST000031,2024-04-21 05:45:35,shipped,3445.97
ORD0000750,CUST000181,2025-11-10 10:20:21,pending,4187.83
ORD0000751,CUST000084,2025-04-26 23:11:43,processing,1278.68
ORD0000752,CUST000092,2025-11-08 17:03:22,shipped,3402.06
ORD0000753,CUST000067,2025-03-15 07:40:33,pending,2051.74
ORD0000754,CUST000116,2025-11-12 03:11:47,processing,554.44
ORD0000755,CUST000036,2025-02-08 18:10:15,pending,4160.34
ORD0000756,CUST000057,2025-09-01 10:44:31,shipped,2032.88
ORD0000757,CUST000176,2025-12-15 04:47:45,canceled,466.0
ORD0000758,CUST000151,2024-09-07 15:02:32,canceled,421.19
ORD0000759,CUST000017,2024-10-06 18:38:42,canceled,2244.99
ORD0000760,CUST000033,2024-05-18 19:59:59,canceled,4155.31
ORD0000761,CUST000085,2025-06-02 05:08:26,pending,2331.92
ORD0000762,CUST000044,2025-09-28 14:08:45,delivered,2005.24
ORD0000763,CUST000008,2025-04-28 09:40:15,delivered,905.4
ORD0000764,CUST000055,2024-09-18 18:01:58,shipped,2257.76
ORD0000765,CUST000039,2025-06-23 09:53:26,delivered,3104.04
ORD0000766,CUST000166,2025-12-31 14:04:34,shipped,4419.75
ORD0000767,CUST000123,2024-04-09 20:35:53,processing,1945.93
ORD0000768,CUST000108,2024-12-04 03:54:39,delivered,3996.13
ORD0000769,CUST000064,2025-09-06 01:14:47,returned,2741.1
ORD0000770,CUST000005,2025-09-04 14:40:56,delivered,1827.6
ORD0000771,CUST000140,2025-09-06 01:08:56,shipped,4567.75
ORD0000772,CUST000129,2025-02-01 17:34:10,shipped,940.09
ORD0000773,CUST000082,2025-08-10 22:08:59,shipped,4484.04
ORD0000774,CUST000200,2025-06-22 06:59:10,processing,4958.08
ORD0000775,CUST000136,2025-06-05 10:29:11,delivered,4998.05
ORD0000776,CUST000041,2025-06-01 10:18:29,shipped,1243.71
ORD0000777,CUST000137,2024-08-02 20:42:54,delivered,4741.62
ORD0000778,CUST000148,2025-12-08 07:36:00,returned,1972.69
ORD0000779,CUST000045,2025-12-27 07:47:54,shipped,1624.12
ORD0000780,CUST000189,2025-04-24 03:24:19,canceled,189.62
ORD0000781,CUST000180,2025-12-05 13:10:34,canceled,2839.85
ORD0000782,CUST000145,2025-01-17 01:55:42,delivered,4061.49
ORD0000783,CUST000127,2025-07-28 05:38:59,shipped,2477.66
ORD0000784,CUST000024,2025-08-06 02:54:43,shipped,1133.1
ORD0000785,CUST000135,2025-05-20 20:35:17,pending,4593.59
ORD0000786,CUST000052,2026-01-04 05:50:35,processing,3598.84
ORD0000787,CUST000083,2025-09-01 05:44:46,pending,2953.72
ORD0000788,CUST000037,2026-01-03 05:17:37,processing,2655.16
ORD0000789,CUST000094,2024-06-10 11:26:28,shipped,4712.52
ORD0000790,CUST000102,2025-09-27 02:46:05,processing,1543.74
ORD0000791,CUST000035,2025-02-27 00:06:55,delivered,2212.5
ORD0000792,CUST000164,2025-12-17 08:12:36,delivered,912.3
ORD0000793,CUST000144,2025-10-26 08:29:19,canceled,3087.86
ORD0000794,CUST000092,2025-10-22 21:55:12,delivered,4081.55
ORD0000795,CUST000097,2025-02-12 05:46:04,delivered,1507.86
ORD0000796,CUST000046,2025-06-21 20:51:21,canceled,4746.06
ORD0000797,CUST000101,2025-11-29 02:57:55,returned,210.29
ORD0000798,CUST000155,2025-07-20 04:52:43,canceled,4839.28
ORD0000799,CUST000057,2025-12-09 06:32:06,delivered,4686.6
ORD0000800,CUST000037,2025-01-23 23:28:57,delivered,1228.08
ORD0000801,CUST000082,2024-09-11 12:44:32,delivered,4817.24
ORD0000802,CUST000182,2025-12-30 00:02:45,delivered,4438.93
ORD0000803,CUST000115,2024-07-22 00:11:25,shipped,1285.23
ORD0000804,CUST000018,2025-10-28 11:53:11,shipped,584.77
ORD0000805,CUST000001,2024-03-03 05:43:54,shipped,3676.29
ORD0000806,CUST000043,2025-03-29 21:53:00,shipped,1924.63
